t,kelvin,sensor,htr_range 1,htr_lvl 1,setp 1
1581945826.5710835,"+00.0000,+297.583,+00.0000,+00.0000","+0.00000,+0.52473,+0.00000,+0.00000",0,+000.0,+100.510
1581945831.9007528,"+00.0000,+297.584,+00.0000,+00.0000","+0.00000,+0.52472,+0.00000,+0.00000",0,+000.0,+100.510
1581945837.234351,"+00.0000,+297.587,+00.0000,+00.0000","+0.00000,+0.52472,+0.00000,+0.00000",0,+000.0,+100.510
1581945842.5725203,"+00.0000,+297.586,+00.0000,+00.0000","+0.00000,+0.52471,+0.00000,+0.00000",0,+000.0,+100.510
1581945847.9013715,"+00.0000,+297.586,+00.0000,+00.0000","+0.00000,+0.52472,+0.00000,+0.00000",0,+000.0,+100.510
1581945853.235279,"+00.0000,+297.587,+00.0000,+00.0000","+0.00000,+0.52471,+0.00000,+0.00000",0,+000.0,+100.510
1581945858.573615,"+00.0000,+297.595,+00.0000,+00.0000","+0.00000,+0.52469,+0.00000,+0.00000",0,+000.0,+100.510
1581945863.9030542,"+00.0000,+297.599,+00.0000,+00.0000","+0.00000,+0.52469,+0.00000,+0.00000",0,+000.0,+100.510
1581945869.237146,"+00.0000,+297.601,+00.0000,+00.0000","+0.00000,+0.52468,+0.00000,+0.00000",0,+000.0,+100.510
1581945874.5740662,"+00.0000,+297.604,+00.0000,+00.0000","+0.00000,+0.52467,+0.00000,+0.00000",0,+000.0,+100.510
1581945879.9029264,"+00.0000,+297.610,+00.0000,+00.0000","+0.00000,+0.52466,+0.00000,+0.00000",0,+000.0,+100.510
1581945885.238666,"+00.0000,+297.608,+00.0000,+00.0000","+0.00000,+0.52467,+0.00000,+0.00000",0,+000.0,+100.510
1581945890.5764356,"+00.0000,+297.608,+00.0000,+00.0000","+0.00000,+0.52466,+0.00000,+0.00000",0,+000.0,+100.510
1581945895.9057496,"+00.0000,+297.618,+00.0000,+00.0000","+0.00000,+0.52464,+0.00000,+0.00000",0,+000.0,+100.510
1581945901.2399924,"+00.0000,+297.628,+00.0000,+00.0000","+0.00000,+0.52461,+0.00000,+0.00000",0,+000.0,+100.510
1581945906.578055,"+00.0000,+297.640,+00.0000,+00.0000","+0.00000,+0.52459,+0.00000,+0.00000",0,+000.0,+100.510
1581945911.907212,"+00.0000,+297.641,+00.0000,+00.0000","+0.00000,+0.52458,+0.00000,+0.00000",0,+000.0,+100.510
1581945917.2410958,"+00.0000,+297.647,+00.0000,+00.0000","+0.00000,+0.52457,+0.00000,+0.00000",0,+000.0,+100.510
1581945922.5794897,"+00.0000,+297.660,+00.0000,+00.0000","+0.00000,+0.52454,+0.00000,+0.00000",0,+000.0,+100.510
1581945927.9091372,"+00.0000,+297.669,+00.0000,+00.0000","+0.00000,+0.52452,+0.00000,+0.00000",0,+000.0,+100.510
1581945933.2428398,"+00.0000,+297.674,+00.0000,+00.0000","+0.00000,+0.52450,+0.00000,+0.00000",0,+000.0,+100.510
1581945938.5809045,"+00.0000,+297.679,+00.0000,+00.0000","+0.00000,+0.52449,+0.00000,+0.00000",0,+000.0,+100.510
1581945943.9101832,"+00.0000,+297.687,+00.0000,+00.0000","+0.00000,+0.52447,+0.00000,+0.00000",0,+000.0,+100.510
1581945949.2413726,"+00.0000,+297.696,+00.0000,+00.0000","+0.00000,+0.52445,+0.00000,+0.00000",0,+000.0,+100.510
1581945954.5822935,"+00.0000,+297.705,+00.0000,+00.0000","+0.00000,+0.52443,+0.00000,+0.00000",0,+000.0,+100.510
1581945959.9105446,"+00.0000,+297.712,+00.0000,+00.0000","+0.00000,+0.52441,+0.00000,+0.00000",0,+000.0,+100.510
1581945965.2445316,"+00.0000,+297.728,+00.0000,+00.0000","+0.00000,+0.52437,+0.00000,+0.00000",0,+000.0,+100.510
1581945970.583662,"+00.0000,+297.734,+00.0000,+00.0000","+0.00000,+0.52436,+0.00000,+0.00000",0,+000.0,+100.510
1581945975.9101126,"+00.0000,+297.741,+00.0000,+00.0000","+0.00000,+0.52435,+0.00000,+0.00000",0,+000.0,+100.510
1581945981.2465272,"+00.0000,+297.747,+00.0000,+00.0000","+0.00000,+0.52433,+0.00000,+0.00000",0,+000.0,+100.510
1581945986.5851068,"+00.0000,+297.753,+00.0000,+00.0000","+0.00000,+0.52432,+0.00000,+0.00000",0,+000.0,+100.510
1581945991.9143505,"+00.0000,+297.773,+00.0000,+00.0000","+0.00000,+0.52427,+0.00000,+0.00000",0,+000.0,+100.510
1581945997.2480104,"+00.0000,+297.795,+00.0000,+00.0000","+0.00000,+0.52422,+0.00000,+0.00000",0,+000.0,+100.510
1581946002.586393,"+00.0000,+297.809,+00.0000,+00.0000","+0.00000,+0.52418,+0.00000,+0.00000",0,+000.0,+100.510
1581946007.9159334,"+00.0000,+297.822,+00.0000,+00.0000","+0.00000,+0.52415,+0.00000,+0.00000",0,+000.0,+100.510
1581946013.2497354,"+00.0000,+297.828,+00.0000,+00.0000","+0.00000,+0.52413,+0.00000,+0.00000",0,+000.0,+100.510
1581946018.587676,"+00.0000,+297.846,+00.0000,+00.0000","+0.00000,+0.52409,+0.00000,+0.00000",0,+000.0,+100.510
1581946023.9175918,"+00.0000,+297.870,+00.0000,+00.0000","+0.00000,+0.52403,+0.00000,+0.00000",0,+000.0,+100.510
1581946029.2479548,"+00.0000,+297.882,+00.0000,+00.0000","+0.00000,+0.52400,+0.00000,+0.00000",0,+000.0,+100.510
1581946034.5891306,"+00.0000,+297.894,+00.0000,+00.0000","+0.00000,+0.52398,+0.00000,+0.00000",0,+000.0,+100.510
1581946039.9165432,"+00.0000,+297.899,+00.0000,+00.0000","+0.00000,+0.52396,+0.00000,+0.00000",0,+000.0,+100.510
1581946045.2519314,"+00.0000,+297.910,+00.0000,+00.0000","+0.00000,+0.52394,+0.00000,+0.00000",0,+000.0,+100.510
1581946050.5905838,"+00.0000,+297.913,+00.0000,+00.0000","+0.00000,+0.52393,+0.00000,+0.00000",0,+000.0,+100.510
1581946055.9200056,"+00.0000,+297.916,+00.0000,+00.0000","+0.00000,+0.52392,+0.00000,+0.00000",0,+000.0,+100.510
1581946061.2539346,"+00.0000,+297.919,+00.0000,+00.0000","+0.00000,+0.52392,+0.00000,+0.00000",0,+000.0,+100.510
1581946066.5874705,"+00.0000,+297.923,+00.0000,+00.0000","+0.00000,+0.52391,+0.00000,+0.00000",0,+000.0,+100.510
1581946071.916633,"+00.0000,+297.929,+00.0000,+00.0000","+0.00000,+0.52389,+0.00000,+0.00000",0,+000.0,+100.510
1581946077.2552989,"+00.0000,+297.941,+00.0000,+00.0000","+0.00000,+0.52387,+0.00000,+0.00000",0,+000.0,+100.510
1581946082.5932052,"+00.0000,+297.947,+00.0000,+00.0000","+0.00000,+0.52385,+0.00000,+0.00000",0,+000.0,+100.510
1581946087.9208102,"+00.0000,+297.952,+00.0000,+00.0000","+0.00000,+0.52384,+0.00000,+0.00000",0,+000.0,+100.510
1581946093.2561808,"+00.0000,+297.956,+00.0000,+00.0000","+0.00000,+0.52383,+0.00000,+0.00000",0,+000.0,+100.510
1581946098.5947545,"+00.0000,+297.958,+00.0000,+00.0000","+0.00000,+0.52382,+0.00000,+0.00000",0,+000.0,+100.510
1581946103.9247096,"+00.0000,+297.961,+00.0000,+00.0000","+0.00000,+0.52382,+0.00000,+0.00000",0,+000.0,+100.510
1581946109.257522,"+00.0000,+297.966,+00.0000,+00.0000","+0.00000,+0.52380,+0.00000,+0.00000",0,+000.0,+100.510
1581946114.5960004,"+00.0000,+297.967,+00.0000,+00.0000","+0.00000,+0.52380,+0.00000,+0.00000",0,+000.0,+100.510
1581946119.9209318,"+00.0000,+297.967,+00.0000,+00.0000","+0.00000,+0.52380,+0.00000,+0.00000",0,+000.0,+100.510
1581946125.2584639,"+00.0000,+297.966,+00.0000,+00.0000","+0.00000,+0.52381,+0.00000,+0.00000",0,+000.0,+100.510
1581946130.5974638,"+00.0000,+297.965,+00.0000,+00.0000","+0.00000,+0.52381,+0.00000,+0.00000",0,+000.0,+100.510
1581946135.9239233,"+00.0000,+297.970,+00.0000,+00.0000","+0.00000,+0.52380,+0.00000,+0.00000",0,+000.0,+100.510
1581946141.2607918,"+00.0000,+297.977,+00.0000,+00.0000","+0.00000,+0.52378,+0.00000,+0.00000",0,+000.0,+100.510
1581946146.5986557,"+00.0000,+297.985,+00.0000,+00.0000","+0.00000,+0.52376,+0.00000,+0.00000",0,+000.0,+100.510
1581946151.9257352,"+00.0000,+297.991,+00.0000,+00.0000","+0.00000,+0.52374,+0.00000,+0.00000",0,+000.0,+100.510
1581946157.2616735,"+00.0000,+297.991,+00.0000,+00.0000","+0.00000,+0.52374,+0.00000,+0.00000",0,+000.0,+100.510
1581946162.6000915,"+00.0000,+297.992,+00.0000,+00.0000","+0.00000,+0.52374,+0.00000,+0.00000",0,+000.0,+100.510
1581946167.9294193,"+00.0000,+297.997,+00.0000,+00.0000","+0.00000,+0.52373,+0.00000,+0.00000",0,+000.0,+100.510
1581946173.2630835,"+00.0000,+298.004,+00.0000,+00.0000","+0.00000,+0.52371,+0.00000,+0.00000",0,+000.0,+100.510
1581946178.6015954,"+00.0000,+298.005,+00.0000,+00.0000","+0.00000,+0.52371,+0.00000,+0.00000",0,+000.0,+100.510
1581946183.9284508,"+00.0000,+298.004,+00.0000,+00.0000","+0.00000,+0.52371,+0.00000,+0.00000",0,+000.0,+100.510
1581946189.26472,"+00.0000,+298.007,+00.0000,+00.0000","+0.00000,+0.52371,+0.00000,+0.00000",0,+000.0,+100.510
1581946194.6029296,"+00.0000,+298.008,+00.0000,+00.0000","+0.00000,+0.52370,+0.00000,+0.00000",0,+000.0,+100.510
1581946199.9289787,"+00.0000,+298.013,+00.0000,+00.0000","+0.00000,+0.52369,+0.00000,+0.00000",0,+000.0,+100.510
1581946205.2664769,"+00.0000,+298.016,+00.0000,+00.0000","+0.00000,+0.52368,+0.00000,+0.00000",0,+000.0,+100.510
1581946210.6044672,"+00.0000,+298.019,+00.0000,+00.0000","+0.00000,+0.52368,+0.00000,+0.00000",0,+000.0,+100.510
1581946215.9298046,"+00.0000,+298.027,+00.0000,+00.0000","+0.00000,+0.52366,+0.00000,+0.00000",0,+000.0,+100.510
1581946221.2679715,"+00.0000,+298.032,+00.0000,+00.0000","+0.00000,+0.52364,+0.00000,+0.00000",0,+000.0,+100.510
1581946226.6058617,"+00.0000,+298.035,+00.0000,+00.0000","+0.00000,+0.52363,+0.00000,+0.00000",0,+000.0,+100.510
1581946231.934645,"+00.0000,+298.041,+00.0000,+00.0000","+0.00000,+0.52362,+0.00000,+0.00000",0,+000.0,+100.510
1581946237.2690134,"+00.0000,+298.045,+00.0000,+00.0000","+0.00000,+0.52361,+0.00000,+0.00000",0,+000.0,+100.510
1581946242.6073139,"+00.0000,+298.051,+00.0000,+00.0000","+0.00000,+0.52360,+0.00000,+0.00000",0,+000.0,+100.510
1581946247.9368432,"+00.0000,+298.054,+00.0000,+00.0000","+0.00000,+0.52359,+0.00000,+0.00000",0,+000.0,+100.510
1581946253.2707832,"+00.0000,+298.059,+00.0000,+00.0000","+0.00000,+0.52358,+0.00000,+0.00000",0,+000.0,+100.510
1581946258.6087832,"+00.0000,+298.061,+00.0000,+00.0000","+0.00000,+0.52357,+0.00000,+0.00000",0,+000.0,+100.510
1581946263.938625,"+00.0000,+298.063,+00.0000,+00.0000","+0.00000,+0.52357,+0.00000,+0.00000",0,+000.0,+100.510
1581946269.2712717,"+00.0000,+298.064,+00.0000,+00.0000","+0.00000,+0.52357,+0.00000,+0.00000",0,+000.0,+100.510
1581946274.6100118,"+00.0000,+298.063,+00.0000,+00.0000","+0.00000,+0.52357,+0.00000,+0.00000",0,+000.0,+100.510
1581946279.9319406,"+00.0000,+298.067,+00.0000,+00.0000","+0.00000,+0.52356,+0.00000,+0.00000",0,+000.0,+100.510
1581946285.2731361,"+00.0000,+298.068,+00.0000,+00.0000","+0.00000,+0.52356,+0.00000,+0.00000",0,+000.0,+100.510
1581946290.6068754,"+00.0000,+298.067,+00.0000,+00.0000","+0.00000,+0.52356,+0.00000,+0.00000",0,+000.0,+100.510
1581946295.936036,"+00.0000,+298.067,+00.0000,+00.0000","+0.00000,+0.52356,+0.00000,+0.00000",0,+000.0,+100.510
1581946301.27448,"+00.0000,+298.070,+00.0000,+00.0000","+0.00000,+0.52355,+0.00000,+0.00000",0,+000.0,+100.510
1581946306.6128664,"+00.0000,+298.075,+00.0000,+00.0000","+0.00000,+0.52354,+0.00000,+0.00000",0,+000.0,+100.510
1581946311.942428,"+00.0000,+298.079,+00.0000,+00.0000","+0.00000,+0.52353,+0.00000,+0.00000",0,+000.0,+100.510
1581946317.2756288,"+00.0000,+298.079,+00.0000,+00.0000","+0.00000,+0.52353,+0.00000,+0.00000",0,+000.0,+100.510
1581946322.614329,"+00.0000,+298.080,+00.0000,+00.0000","+0.00000,+0.52353,+0.00000,+0.00000",0,+000.0,+100.510
1581946327.943477,"+00.0000,+298.090,+00.0000,+00.0000","+0.00000,+0.52351,+0.00000,+0.00000",0,+000.0,+100.510
1581946333.2776728,"+00.0000,+298.097,+00.0000,+00.0000","+0.00000,+0.52349,+0.00000,+0.00000",0,+000.0,+100.510
1581946338.6156654,"+00.0000,+298.096,+00.0000,+00.0000","+0.00000,+0.52349,+0.00000,+0.00000",0,+000.0,+100.510
1581946343.9445992,"+00.0000,+298.099,+00.0000,+00.0000","+0.00000,+0.52348,+0.00000,+0.00000",0,+000.0,+100.510
1581946349.2790732,"+00.0000,+298.100,+00.0000,+00.0000","+0.00000,+0.52348,+0.00000,+0.00000",0,+000.0,+100.510
1581946354.6171122,"+00.0000,+298.101,+00.0000,+00.0000","+0.00000,+0.52348,+0.00000,+0.00000",0,+000.0,+100.510
1581946359.9439342,"+00.0000,+298.100,+00.0000,+00.0000","+0.00000,+0.52348,+0.00000,+0.00000",0,+000.0,+100.510
1581946365.2799437,"+00.0000,+298.105,+00.0000,+00.0000","+0.00000,+0.52347,+0.00000,+0.00000",0,+000.0,+100.510
1581946370.6184046,"+00.0000,+298.110,+00.0000,+00.0000","+0.00000,+0.52346,+0.00000,+0.00000",0,+000.0,+100.510
1581946375.946823,"+00.0000,+298.116,+00.0000,+00.0000","+0.00000,+0.52344,+0.00000,+0.00000",0,+000.0,+100.510
1581946381.2817636,"+00.0000,+298.118,+00.0000,+00.0000","+0.00000,+0.52344,+0.00000,+0.00000",0,+000.0,+100.510
1581946386.6199555,"+00.0000,+298.117,+00.0000,+00.0000","+0.00000,+0.52344,+0.00000,+0.00000",0,+000.0,+100.510
1581946391.9479218,"+00.0000,+298.118,+00.0000,+00.0000","+0.00000,+0.52344,+0.00000,+0.00000",0,+000.0,+100.510
1581946397.2832935,"+00.0000,+298.116,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946402.62118,"+00.0000,+298.114,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946407.950599,"+00.0000,+298.113,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946413.2844357,"+00.0000,+298.110,+00.0000,+00.0000","+0.00000,+0.52346,+0.00000,+0.00000",0,+000.0,+100.510
1581946418.6227,"+00.0000,+298.108,+00.0000,+00.0000","+0.00000,+0.52346,+0.00000,+0.00000",0,+000.0,+100.510
1581946423.9521406,"+00.0000,+298.112,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946429.2858984,"+00.0000,+298.112,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946434.6238132,"+00.0000,+298.114,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946439.9481568,"+00.0000,+298.114,+00.0000,+00.0000","+0.00000,+0.52345,+0.00000,+0.00000",0,+000.0,+100.510
1581946445.2860134,"+00.0000,+298.120,+00.0000,+00.0000","+0.00000,+0.52343,+0.00000,+0.00000",0,+000.0,+100.510
1581946450.625407,"+00.0000,+298.124,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581946455.950652,"+00.0000,+298.132,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581946461.2890363,"+00.0000,+298.131,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581946466.6269186,"+00.0000,+298.132,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581946471.9554203,"+00.0000,+298.128,+00.0000,+00.0000","+0.00000,+0.52341,+0.00000,+0.00000",0,+000.0,+100.510
1581946477.289913,"+00.0000,+298.126,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581946482.6277108,"+00.0000,+298.123,+00.0000,+00.0000","+0.00000,+0.52343,+0.00000,+0.00000",0,+000.0,+100.510
1581946487.9559212,"+00.0000,+298.120,+00.0000,+00.0000","+0.00000,+0.52343,+0.00000,+0.00000",0,+000.0,+100.510
1581946493.2914805,"+00.0000,+298.122,+00.0000,+00.0000","+0.00000,+0.52343,+0.00000,+0.00000",0,+000.0,+100.510
1581946498.627922,"+00.0000,+298.127,+00.0000,+00.0000","+0.00000,+0.52342,+0.00000,+0.00000",0,+000.0,+100.510
1581946503.957506,"+00.0000,+298.133,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581946509.2910435,"+00.0000,+298.135,+00.0000,+00.0000","+0.00000,+0.52340,+0.00000,+0.00000",0,+000.0,+100.510
1581946514.6309888,"+00.0000,+298.140,+00.0000,+00.0000","+0.00000,+0.52339,+0.00000,+0.00000",0,+000.0,+100.510
1581946519.9584336,"+00.0000,+298.142,+00.0000,+00.0000","+0.00000,+0.52338,+0.00000,+0.00000",0,+000.0,+100.510
1581946525.2919593,"+00.0000,+298.145,+00.0000,+00.0000","+0.00000,+0.52337,+0.00000,+0.00000",0,+000.0,+100.510
1581946530.6325326,"+00.0000,+298.151,+00.0000,+00.0000","+0.00000,+0.52336,+0.00000,+0.00000",0,+000.0,+100.510
1581946535.9595416,"+00.0000,+298.156,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581946541.2919686,"+00.0000,+298.155,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581946546.6337447,"+00.0000,+298.155,+00.0000,+00.0000","+0.00000,+0.52335,+0.00000,+0.00000",0,+000.0,+100.510
1581946551.9615843,"+00.0000,+298.158,+00.0000,+00.0000","+0.00000,+0.52334,+0.00000,+0.00000",0,+000.0,+100.510
1581946557.2959354,"+00.0000,+298.164,+00.0000,+00.0000","+0.00000,+0.52333,+0.00000,+0.00000",0,+000.0,+100.510
1581946562.6352627,"+00.0000,+298.169,+00.0000,+00.0000","+0.00000,+0.52332,+0.00000,+0.00000",0,+000.0,+100.510
1581946567.9647532,"+00.0000,+298.172,+00.0000,+00.0000","+0.00000,+0.52331,+0.00000,+0.00000",0,+000.0,+100.510
1581946573.2983863,"+00.0000,+298.177,+00.0000,+00.0000","+0.00000,+0.52330,+0.00000,+0.00000",0,+000.0,+100.510
1581946578.6336095,"+00.0000,+298.180,+00.0000,+00.0000","+0.00000,+0.52329,+0.00000,+0.00000",0,+000.0,+100.510
1581946583.9625354,"+00.0000,+298.186,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581946589.299666,"+00.0000,+298.186,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581946594.638009,"+00.0000,+298.187,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581946599.9647694,"+00.0000,+298.189,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581946605.301345,"+00.0000,+298.189,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581946610.6393557,"+00.0000,+298.188,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581946615.9659371,"+00.0000,+298.185,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581946621.301573,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581946626.6407564,"+00.0000,+298.184,+00.0000,+00.0000","+0.00000,+0.52328,+0.00000,+0.00000",0,+000.0,+100.510
1581946631.9678276,"+00.0000,+298.187,+00.0000,+00.0000","+0.00000,+0.52327,+0.00000,+0.00000",0,+000.0,+100.510
1581946637.3041894,"+00.0000,+298.195,+00.0000,+00.0000","+0.00000,+0.52326,+0.00000,+0.00000",0,+000.0,+100.510
1581946642.6421206,"+00.0000,+298.199,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581946647.9718008,"+00.0000,+298.200,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581946653.3047493,"+00.0000,+298.200,+00.0000,+00.0000","+0.00000,+0.52324,+0.00000,+0.00000",0,+000.0,+100.510
1581946658.6434271,"+00.0000,+298.204,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946663.9714842,"+00.0000,+298.205,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946669.3067653,"+00.0000,+298.207,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946674.643923,"+00.0000,+298.205,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946679.9704592,"+00.0000,+298.204,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946685.3087127,"+00.0000,+298.208,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946690.6464317,"+00.0000,+298.208,+00.0000,+00.0000","+0.00000,+0.52322,+0.00000,+0.00000",0,+000.0,+100.510
1581946695.974446,"+00.0000,+298.205,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946701.3095272,"+00.0000,+298.203,+00.0000,+00.0000","+0.00000,+0.52323,+0.00000,+0.00000",0,+000.0,+100.510
1581946706.6476784,"+00.0000,+298.208,+00.0000,+00.0000","+0.00000,+0.52322,+0.00000,+0.00000",0,+000.0,+100.510
1581946711.977033,"+00.0000,+298.215,+00.0000,+00.0000","+0.00000,+0.52321,+0.00000,+0.00000",0,+000.0,+100.510
1581946717.3106422,"+00.0000,+298.215,+00.0000,+00.0000","+0.00000,+0.52321,+0.00000,+0.00000",0,+000.0,+100.510
1581946722.6491053,"+00.0000,+298.218,+00.0000,+00.0000","+0.00000,+0.52320,+0.00000,+0.00000",0,+000.0,+100.510
1581946727.9782507,"+00.0000,+298.220,+00.0000,+00.0000","+0.00000,+0.52319,+0.00000,+0.00000",0,+000.0,+100.510
1581946733.312352,"+00.0000,+298.225,+00.0000,+00.0000","+0.00000,+0.52318,+0.00000,+0.00000",0,+000.0,+100.510
1581946738.6506276,"+00.0000,+298.225,+00.0000,+00.0000","+0.00000,+0.52318,+0.00000,+0.00000",0,+000.0,+100.510
1581946743.9799132,"+00.0000,+298.226,+00.0000,+00.0000","+0.00000,+0.52318,+0.00000,+0.00000",0,+000.0,+100.510
1581946749.313986,"+00.0000,+298.226,+00.0000,+00.0000","+0.00000,+0.52318,+0.00000,+0.00000",0,+000.0,+100.510
1581946754.6514814,"+00.0000,+298.225,+00.0000,+00.0000","+0.00000,+0.52318,+0.00000,+0.00000",0,+000.0,+100.510
1581946759.977765,"+00.0000,+298.227,+00.0000,+00.0000","+0.00000,+0.52318,+0.00000,+0.00000",0,+000.0,+100.510
1581946765.3155813,"+00.0000,+298.232,+00.0000,+00.0000","+0.00000,+0.52316,+0.00000,+0.00000",0,+000.0,+100.510
1581946770.653214,"+00.0000,+298.245,+00.0000,+00.0000","+0.00000,+0.52314,+0.00000,+0.00000",0,+000.0,+100.510
1581946775.9823554,"+00.0000,+298.259,+00.0000,+00.0000","+0.00000,+0.52310,+0.00000,+0.00000",0,+000.0,+100.510
1581946781.316138,"+00.0000,+298.263,+00.0000,+00.0000","+0.00000,+0.52309,+0.00000,+0.00000",0,+000.0,+100.510
1581946786.654708,"+00.0000,+298.262,+00.0000,+00.0000","+0.00000,+0.52309,+0.00000,+0.00000",0,+000.0,+100.510
1581946791.9843826,"+00.0000,+298.260,+00.0000,+00.0000","+0.00000,+0.52310,+0.00000,+0.00000",0,+000.0,+100.510
1581946797.3136735,"+00.0000,+298.256,+00.0000,+00.0000","+0.00000,+0.52311,+0.00000,+0.00000",0,+000.0,+100.510
1581946802.656145,"+00.0000,+298.251,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946807.9850662,"+00.0000,+298.252,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946813.3194482,"+00.0000,+298.251,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946818.6574557,"+00.0000,+298.250,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946823.9868245,"+00.0000,+298.252,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946829.3210278,"+00.0000,+298.255,+00.0000,+00.0000","+0.00000,+0.52311,+0.00000,+0.00000",0,+000.0,+100.510
1581946834.6586564,"+00.0000,+298.256,+00.0000,+00.0000","+0.00000,+0.52311,+0.00000,+0.00000",0,+000.0,+100.510
1581946839.9837704,"+00.0000,+298.252,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946845.3223205,"+00.0000,+298.249,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946850.6599114,"+00.0000,+298.247,+00.0000,+00.0000","+0.00000,+0.52313,+0.00000,+0.00000",0,+000.0,+100.510
1581946855.9888842,"+00.0000,+298.246,+00.0000,+00.0000","+0.00000,+0.52313,+0.00000,+0.00000",0,+000.0,+100.510
1581946861.3239534,"+00.0000,+298.242,+00.0000,+00.0000","+0.00000,+0.52314,+0.00000,+0.00000",0,+000.0,+100.510
1581946866.6617541,"+00.0000,+298.248,+00.0000,+00.0000","+0.00000,+0.52313,+0.00000,+0.00000",0,+000.0,+100.510
1581946871.987923,"+00.0000,+298.250,+00.0000,+00.0000","+0.00000,+0.52312,+0.00000,+0.00000",0,+000.0,+100.510
1581946877.324711,"+00.0000,+298.246,+00.0000,+00.0000","+0.00000,+0.52313,+0.00000,+0.00000",0,+000.0,+100.510
1581946882.6630929,"+00.0000,+298.243,+00.0000,+00.0000","+0.00000,+0.52314,+0.00000,+0.00000",0,+000.0,+100.510
1581946887.9929848,"+00.0000,+298.239,+00.0000,+00.0000","+0.00000,+0.52315,+0.00000,+0.00000",0,+000.0,+100.510
1581946893.3262439,"+00.0000,+298.235,+00.0000,+00.0000","+0.00000,+0.52315,+0.00000,+0.00000",0,+000.0,+100.510
1581946898.6645558,"+00.0000,+298.234,+00.0000,+00.0000","+0.00000,+0.52316,+0.00000,+0.00000",0,+000.0,+100.510
1581946903.9935887,"+00.0000,+298.233,+00.0000,+00.0000","+0.00000,+0.52316,+0.00000,+0.00000",0,+000.0,+100.510
